"pays","candidat1","percent1","candidat2","percent2","candidat3","percent3","candidat4","percent4","otherCandidat","otherPercent"
"Bamako","Ibrahim Boubacar Keïta",71.38,"Soumaïla Cissé",10.86,"Cheick Modibo Diarra",3.45,"Modibo Sidibé",2.64,"Les Autres Candidats",11.67
