"pays","candidat1","percent1","candidat2","percent2","candidat3","percent3","candidat4","percent4","otherCandidat","otherPercent"
"Mali","Ibrahim Boubacar Keïta",39.24,"Soumaïla Cissé",19.44,"Dramane Dembélé",9.59,"Modibo Sidibé",4.87,"Les Autres Candidats",26.86
